"Standard Report - Imports"
"Current date: 05/31/2026 5:59 AM (Eastern Daylight Time)"
"Commodity","Country","Time","Customs Value (Gen) ($US)",
"01 Live Animals","India","October 2024","2,750"
"01 Live Animals","India","December 2024","2,500"
"01 Live Animals","India","January 2025","3,500"
"01 Live Animals","India","April 2025","5,000"
"01 Live Animals","India","July 2025","4,680"
"02 Meat And Edible Meat Offal","India","April 2024","174,821"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","January 2024","127,387,521"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","February 2024","152,610,250"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","March 2024","144,735,662"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","April 2024","130,220,042"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","May 2024","139,977,359"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","June 2024","129,998,564"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","July 2024","169,867,743"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","August 2024","174,763,094"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","September 2024","191,738,928"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","October 2024","202,397,662"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","November 2024","179,672,357"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","December 2024","180,741,388"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","January 2025","202,617,383"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","February 2025","162,113,790"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","March 2025","162,896,070"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","April 2025","177,802,557"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","May 2025","170,835,245"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","June 2025","190,847,888"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","July 2025","206,628,420"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","August 2025","174,414,202"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","September 2025","172,644,745"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","October 2025","83,000,784"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","November 2025","113,388,210"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","December 2025","132,089,205"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","January 2026","142,004,062"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","February 2026","93,523,901"
"03 Fish, Crustaceans & Aquatic Invertebrates","India","March 2026","86,312,866"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","January 2024","12,809,579"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","February 2024","11,342,661"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","March 2024","14,558,368"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","April 2024","14,635,242"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","May 2024","13,224,152"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","June 2024","11,561,104"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","July 2024","15,392,061"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","August 2024","15,697,268"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","September 2024","13,836,153"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","October 2024","14,791,191"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","November 2024","17,690,565"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","December 2024","14,887,953"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","January 2025","19,940,848"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","February 2025","19,733,593"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","March 2025","22,424,376"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","April 2025","18,138,162"
"04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","India","May 2025","21,278,508"
