"Standard Report - Imports"
"Current date: 06/02/2026 2:14 AM (Eastern Daylight Time)"
"Commodity","Country","Time","Customs Value (Gen) ($US)",
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","Turkey","November 2025","42,558,598"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","Turkey","December 2025","47,006,364"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","Turkey","January 2026","20,846,484"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","Turkey","February 2026","27,046,601"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","Turkey","March 2026","39,535,655"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","January 2024","26,305,487"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","February 2024","6,910,918"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","March 2024","7,417,924"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","April 2024","10,264,796"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","May 2024","6,797,662"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","June 2024","6,644,154"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","July 2024","17,249,515"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","August 2024","18,770,104"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","September 2024","19,106,603"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","October 2024","189,492,181"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","November 2024","34,708,827"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","December 2024","10,489,852"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","January 2025","9,876,864"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","February 2025","16,911,928"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","March 2025","17,643,369"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","April 2025","24,871,870"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","May 2025","28,829,572"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","June 2025","15,077,384"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","July 2025","21,272,528"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","August 2025","27,129,302"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","September 2025","42,280,830"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","October 2025","96,439,082"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","November 2025","64,551,556"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","December 2025","53,674,611"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","January 2026","54,243,070"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","February 2026","68,861,771"
"71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","United Arab Emirates","March 2026","47,480,168"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","Belgium","June 2025","4,124"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","January 2024","2,101,025"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","February 2024","1,347,755"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","March 2024","973,638"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","April 2024","951,951"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","May 2024","1,107,323"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","June 2024","861,617"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","July 2024","736,036"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","August 2024","845,369"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","September 2024","832,748"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","October 2024","768,885"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","November 2024","664,574"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","December 2024","882,829"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","January 2025","1,518,600"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","February 2025","324,074"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","March 2025","786,577"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","April 2025","286,238"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","May 2025","636,108"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","June 2025","404,961"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","July 2025","271,677"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","August 2025","474,678"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","September 2025","567,053"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","October 2025","269,605"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","November 2025","416,828"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","December 2025","449,481"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","January 2026","463,347"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","February 2026","141,531"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","China","March 2026","415,367"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","January 2024","17,004"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","February 2024","12,451"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","March 2024","20,125"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","April 2024","13,286"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","May 2024","2,097,377"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","June 2024","22,420"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","July 2024","19,750"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","August 2024","29,723"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","October 2024","22,182"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","November 2024","42,199"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","December 2024","56,429"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","January 2025","18,694"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","February 2025","6,760"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","March 2025","72,682"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","April 2025","7,929"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","May 2025","15,449"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","June 2025","2,320"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","July 2025","20,926"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","August 2025","3,764"
"7101 Pearls, Natural Or Cultured, Not Strung Or Set Etc","India","September 2025","3,000"
